;SentenceId;PhraseId;Phrase;Sentiment
728;729;16823;It 's definitely not made for kids or their parents , for that matter , and I think even fans of Sandler 's comic taste may find it uninteresting .;1
629;630;14610;A deeply felt and vividly detailed story about newcomers in a strange new world .;3
633;634;14709;Triple X is a double agent , and he 's one bad dude .;3
693;694;16124;moved;3
661;662;15448;Little is done to support the premise other than fling gags at it to see which ones shtick .;1
703;704;16342;While it is interesting to witness the conflict from the Palestinian side , Longley 's film lacks balance ... and fails to put the struggle into meaningful historical context .;1
772;773;17817;Charlotte Sometimes is a gem .;3
858;859;19555;An unintentionally surreal kid 's picture ... in which actors in bad bear suits enact a sort of inter-species parody of a VH1 Behind the Music episode .;1
416;417;9941;The asylum material is gripping , as are the scenes of Jia with his family .;4
1038;1039;22978;The modern master of the chase sequence returns with a chase to end all chases;4
791;792;18133;With `` Ichi the Killer '' , Takashi Miike , Japan 's wildest filmmaker gives us a crime fighter carrying more emotional baggage than Batman ...;1
355;356;8587;This is no `` Waterboy ! '';1
998;999;22241;There 's plenty to enjoy -- in no small part thanks to Lau .;3
508;509;11801;I stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights .;4
602;603;13990;Writer and director Otar Iosseliani 's pleasant tale about a factory worker who escapes for a holiday in Venice reveals how we all need a playful respite from the grind to refresh our souls .;4
48;49;1305;Jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .;4
890;891;20076;Unfolds as one of the most politically audacious films of recent decades from any country , but especially from France .;3
784;785;18009;"It 's not a motion picture ; it 's an utterly static picture .";0
96;97;2520;`` Analyze That '' is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original .;0
992;993;22135;The script is a dim-witted pairing of teen-speak and animal gibberish .;1
216;217;5429;A superfluous sequel ... plagued by that old familiar feeling of ` let 's get this thing over with ' : Everyone has shown up at the appointed time and place , but visible enthusiasm is mighty hard to find .;1
884;885;19954;An erotic thriller that 's neither too erotic nor very thrilling , either .;0
251;252;6305;The only camouflage Carvey should now be considering is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers .;0
107;108;2804;The narrative is so consistently unimaginative that probably the only way to have saved the film is with the aid of those wisecracking Mystery Science Theater 3000 guys .;2
860;861;19592;This is as lax and limp a comedy as I 've seen in a while , a meander through worn-out material .;1
933;934;20918;The umpteenth summer skinny dip in Jerry Bruckheimer 's putrid pond of retread action twaddle .;2
664;665;15513;You can see where Big Bad Love is trying to go , but it never quite gets there .;2
602;603;13990;Writer and director Otar Iosseliani 's pleasant tale about a factory worker who escapes for a holiday in Venice reveals how we all need a playful respite from the grind to refresh our souls .;4
519;520;12147;The Santa Clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be .;3
935;936;20953;Chris Columbus ' sequel is faster , livelier and a good deal funnier than his original .;3
931;932;20887;It 's packed to bursting with incident , and with scores of characters , some fictional , some from history .;2
787;788;18067;I love the opening scenes of a wintry New York City in 1899 .;3
206;207;5210;It 's a fairy tale that comes from a renowned Indian film culture that allows Americans to finally revel in its splendor .;4
214;215;5367;Director Boris von Sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .;2
995;996;22208;I have not been this disappointed by a movie in a long time .;0
