;SentenceId;PhraseId;Phrase;Sentiment
5493;5499;104238;Those of you who do n't believe in Santa Claus probably also think that sequels can never capture the magic of the original .;2
6363;6373;119228;A good film with a solid pedigree both in front of and , more specifically , behind the camera .;3
6117;6125;114997;What `` Empire '' lacks in depth it makes up for with its heart .;3
5364;5370;102018;This rough trade Punch-and-Judy act did n't play well then and it plays worse now .;2
6137;6145;115352;It 's 51 times better than this .;2
5963;5971;112412;The story really has no place to go since Simone is not real -- she ca n't provide any conflict .;1
6370;6380;119337;By the time the surprise ending is revealed , interest can not be revived .;1
5643;5649;106972;It may not be a great piece of filmmaking , but its power comes from its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case .;3
6323;6332;118498;Devolves into the derivative , leaning on badly-rendered CGI effects .;1
5355;5361;101839;Remarkable for its excellent storytelling , its economical , compressed characterisations and for its profound humanity , it 's an adventure story and history lesson all in one .;4
5524;5530;104692;Meeting , even exceeding expectations , it 's the best sequel since The Empire Strikes Back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .;4
5509;5515;104501;The picture emerges as a surprisingly anemic disappointment .;0
5344;5350;101638;I 'm sorry to say that this should seal the deal - Arnold is not , nor will he be , back .;1
5972;5980;112604;What -LRB- Frei -RRB- gives us ... is a man who uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows .;3
5357;5363;101882;downtown;2
5781;5788;109286;MY LITTLE EYE is the best little `` horror '' movie I 've seen in years .;4
5680;5686;107585;An incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic .;1
5998;6006;113096;The picture does n't know it 's a comedy .;2
6274;6283;117689;The movie suffers from two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected .;0
5724;5731;108293;A big fat pain .;1
5999;6007;113102;The Armenian genocide deserves a more engaged and honest treatment .;2
5432;5438;103116;Vulgar is too optimistic a title .;0
5845;5852;110470;Laggard drama wending its way to an uninspired philosophical epiphany .;1
6051;6059;113968;"The Irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .";0
5491;5497;104216;... comes alive only when it switches gears to the sentimental .;1
5661;5667;107237;Its message has merit and , in the hands of a brutally honest individual like Prophet Jack , might have made a point or two regarding life .;1
5458;5464;103589;The sight of the name Bruce Willis brings to mind images of a violent battlefield action picture , but the film has a lot more on its mind -- maybe too much .;2
5482;5488;104066;A ` Girls Gone Wild ' video for the boho art-house crowd , The Burning Sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that .;0
5654;5660;107127;... once the true impact of the day unfolds , the power of this movie is undeniable .;4
5984;5992;112843;You have no affinity for most of the characters .;0
5666;5672;107324;There 's a bit of thematic meat on the bones of Queen of the Damned , as its origins in an Anne Rice novel dictate , but generally , it 's a movie that emphasizes style over character and substance .;2
5899;5906;111364;The title , alone , should scare any sane person away .;0
5872;5879;110959;The film is so packed with subplots involving the various Silbersteins that it feels more like the pilot episode of a TV series than a feature film .;1
6240;6249;117122;Those with a modicum of patience will find in these characters ' foibles a timeless and unique perspective .;3
6053;6061;114013;As it turns out , you can go home again .;3
6147;6155;115516;... the kind of entertainment that parents love to have their kids see .;4
6114;6122;114962;Kids five and up will be delighted with the fast , funny , and even touching story .;4
6290;6299;117921;The result is more depressing than liberating , but it 's never boring .;2
5823;5830;110090;`` Sorority Boys '' was funnier , and that movie was pretty bad .;0
5619;5625;106534;Arguably the best script that Besson has written in years .;4
5635;5641;106793;borrows a bit from the classics `` Wait Until Dark '' and `` Extremities '' ... But in terms of its style , the movie is in a class by itself .;4
6302;6311;118127;The good thing -- the only good thing -- about Extreme Ops is that it 's so inane that it gave me plenty of time to ponder my Thanksgiving to-do list .;2
5358;5364;101899;In all the annals of the movies , few films have been this odd , inexplicable and unpleasant .;0
5952;5960;112229;Everything that was right about Blade is wrong in its sequel .;1
5386;5392;102445;Forget about one Oscar nomination for Julianne Moore this year - she should get all five .;4
5394;5400;102584;... a bland murder-on-campus yawner .;0
6217;6225;116736;Mr. Koshashvili is a director to watch .;4
5391;5397;102527;The members manage to pronounce KOK exactly as you think they might , thus giving the cast ample opportunity to use that term as often as possible .;2
6090;6098;114615;The vistas are sweeping and the acting is far from painful .;2
5841;5848;110394;You 'll trudge out of the theater feeling as though you rode the Zipper after eating a corn dog and an extra-large cotton candy .;0
5626;5632;106645;Dull and mechanical , kinda like a very goofy museum exhibit;2
5368;5374;102092;Solaris is rigid and evasive in ways that Soderbergh 's best films , `` Erin Brockovich , '' `` Out of Sight '' and `` Ocean 's Eleven , '' never were .;4
6295;6304;118004;Admirers of director Abel Ferrara may be relieved that his latest feature , R Xmas , marks a modest if encouraging return to form .;4
5668;5674;107373;SC2 is an autopilot Hollywood concoction lacking in imagination and authentic Christmas spirit , yet it 's geared toward an audience full of masters of both .;1
5983;5991;112826;An occasionally interesting but mostly repetitive look at a slice of counterculture that might be best forgotten .;1
5387;5393;102460;The boys ' sparring , like the succession of blows dumped on Guei , wears down the story 's more cerebral , and likable , plot elements .;2
6143;6151;115444;In the end , the film feels homogenized and a bit contrived , as if we 're looking back at a tattered and ugly past with rose-tinted glasses .;1
5662;5668;107261;Adaptation is intricately constructed and in a strange way nails all of Orlean 's themes without being a true adaptation of her book .;3
5815;5822;109906;Well-acted , well-directed and , for all its moodiness , not too pretentious .;4
5351;5357;101753;This is absolutely and completely ridiculous and an insult to every family whose mother has suffered through the horrible pains of a death by cancer .;0
5635;5641;106793;borrows a bit from the classics `` Wait Until Dark '' and `` Extremities '' ... But in terms of its style , the movie is in a class by itself .;4
5360;5366;101948;Elaborate special effects take centre screen , so that the human story is pushed to one side .;3
5835;5842;110308;That chirpy songbird Britney Spears has popped up with more mindless drivel .;0
6030;6038;113569;a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack;3
5928;5936;111838;It 's mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love .;2
