;SentenceId;PhraseId;Phrase;Sentiment
2133;6181;115942;Well made but uninvolving , Bloodwork is n't a terrible movie , just a stultifyingly obvious one -- an unrewarding collar for a murder mystery .;1
2134;3544;69677;An impeccable study in perversity .;3
2135;5781;109162;Though intrepid in exploring an attraction that crosses sexual identity , Ozpetek falls short in showing us Antonia 's true emotions ... But at the very least , His Secret Life will leave you thinking .;3
2136;1418;30524;And Diesel is n't the actor to save it .;1
2137;2204;45317;To honestly address the flaws inherent in how medical aid is made available to American workers , a more balanced or fair portrayal of both sides will be needed .;1
2138;2788;55736;Curiously , Super Troopers suffers because it does n't have enough vices to merit its 103-minute length .;1
2139;4738;91079;Watching this film , what we feel is n't mainly suspense or excitement .;1
2140;1651;35117;The film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission ... if `` gory mayhem '' is your idea of a good time .;3
2141;1720;36372;"This tale has been told and retold ; the races and rackets change , but the song remains the same .";1
2142;1257;27357;Mostly the film is just hectic and homiletic : two parts exhausting Men in Black mayhem to one part family values .;2
2143;3603;70673;Stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid .;4
2144;3494;68785;Although God Is Great addresses interesting matters of identity and heritage , it 's hard to shake the feeling that it was intended to be a different kind of film .;1
2145;1076;23682;Jagger , Stoppard and director Michael Apted ... deliver a riveting and surprisingly romantic ride .;4
2146;1083;23837;The 1960s rebellion was misdirected : you ca n't fight your culture .;2
2147;3397;66924;I 'm happy to have seen it -- not as an alternate version , but as the ultimate exercise in viewing deleted scenes .;2
2148;7454;137721;For a guy who has waited three years with breathless anticipation for a new Hal Hartley movie to pore over , No Such Thing is a big letdown .;0
2149;4762;91497;It is a popcorn film , not a must-own , or even a must-see .;1
2150;1652;35152;That is because - damn it !;2
2151;5630;106605;Writer-director Ritchie reduces Wertmuller 's social mores and politics to tiresome jargon .;1
2152;7850;144602;Even if you do n't know the band or the album 's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the 21st Century .;3
2153;3800;74173;Utter mush ... conceited pap .;0
2154;3373;66459;Is `` Ballistic '' worth the price of admission ?;2
2155;6605;123062;An opportunity missed .;1
2156;2352;48203;It 's funny .;3
2157;6308;118094;... one of the more influential works of the ` Korean New Wave ' .;4
2158;7175;133022;And adults will at least have a dream image of the West to savor whenever the film 's lamer instincts are in the saddle .;1
2159;6925;128754;Every joke is repeated at least -- annoying , is n't it ?;1
2160;3362;66284;It 's never laugh-out-loud funny , but it is frequently amusing .;3
2161;4757;91445;Able to provide insight into a fascinating part of theater history .;3
2162;1993;41452;The dominant feeling is something like nostalgia . ';2
2163;2245;46130;A sly female empowerment movie , although not in a way anyone would expect .;3
2164;4413;85323;It is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill;1
2165;3337;65809;Matters play out realistically if not always fairly .;3
2166;427;10171;-LRB- Carvey 's -RRB- characters are both overplayed and exaggerated , but then again , subtlety has never been his trademark .;0
2167;1615;34390;One of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society .;3
2168;2143;44189;Sunshine State surveys the landscape and assesses the issues with a clear passion for sociology .;2
2169;5738;108435;Woody Allen has really found his groove these days .;4
2170;6235;116860;The film is explosive , but a few of those sticks are wet .;2
2171;3963;77042;A film of empty , fetishistic violence in which murder is casual and fun .;0
2172;1834;38501;Poignant and delicately complex .;3
2173;2963;58769;Heartwarming and gently comic even as the film breaks your heart .;3
2174;7696;141871;This is an extraordinary film , not least because it is Japanese and yet feels universal .;4
2175;229;5768;Jolting into Charleston rhythms , the story has the sizzle of old news that has finally found the right vent -LRB- accurate ?;2
2176;703;16305;Even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , Scratch is great fun , full of the kind of energy it 's documenting .;3
2177;8491;155131;with a couple of burnt-out cylinders;2
2178;435;10345;It sends you away a believer again and quite cheered at just that .;4
2179;4383;84727;What makes this film special is Serry 's ability to take what is essentially a contained family conflict and put it into a much larger historical context .;4
2180;2361;48360;Long on twinkly-eyed close-ups and short on shame .;1
2181;7129;132228;Paxton 's uneven directorial debut fails to unlock the full potential of what is in many ways a fresh and dramatically substantial spin on the genre .;2
2182;4822;92558;Even by the intentionally low standards of frat-boy humor , Sorority Boys is a bowser .;0
2183;7210;133649;Davis ' candid , archly funny and deeply authentic take on intimate relationships comes to fruition in her sophomore effort .;3
2184;2079;43073;Arnold !;2
2185;2647;53348;Cho 's latest comic set is n't as sharp or as fresh as I 'm the One That I Want ... but it 's still damn funny stuff .;3
2186;1853;38843;Even kids deserve better .;1
2187;1889;39567;Ms. Phoenix is completely lacking in charm and charisma , and is unable to project either Esther 's initial anomie or her eventual awakening .;0
2188;5416;102774;-LRB- D -RRB- espite its familiar subject matter , Ice Age is consistently amusing and engrossing ...;3
2189;6375;119275;Simultaneously heart-breaking and very funny , The Last Kiss is really all about performances .;3
2190;3094;61198;This kind of hands-on storytelling is ultimately what makes Shanghai Ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors .;3
2191;3463;68200;While this gentle and affecting melodrama will have luvvies in raptures , it 's far too slight and introspective to appeal to anything wider than a niche audience .;2
2192;5521;104555;A captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age .;4
2193;2322;47637;Just plain silly .;2
2194;4389;84867;A grand fart coming from a director beginning to resemble someone 's crazy French grandfather .;0
2195;4371;84482;A meditation on faith and madness , Frailty is blood-curdling stuff .;3
2196;513;11966;A processed comedy chop suey .;1
2197;1478;31570;The film oozes craft .;3
2198;5822;109906;Well-acted , well-directed and , for all its moodiness , not too pretentious .;4
2199;8285;151826;-LRB- The Cockettes -RRB- provides a window into a subculture hell-bent on expressing itself in every way imaginable . ';3
2200;5233;99735;The darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters and the sparse instances of humor meant to shine through the gloomy film noir veil .;1
2201;2263;46524;The performances of the four main actresses bring their characters to life .;3
2202;665;15513;You can see where Big Bad Love is trying to go , but it never quite gets there .;2
2203;7081;131433;One of the oddest and most inexplicable sequels in movie history .;2
2204;4279;82865;Like its predecessor , it 's no classic , but it provides a reasonably attractive holiday contraption , one that families looking for a clean , kid-friendly outing should investigate .;2
2205;7449;137651;Overcomes its visual hideousness with a sharp script and strong performances .;3
2206;7575;139611;Any intellectual arguments being made about the nature of God are framed in a drama so clumsy , there is a real danger less sophisticated audiences will mistake it for an endorsement of the very things that Bean abhors .;2
2207;2199;45244;A perfectly pleasant if slightly pokey comedy .;3
2208;1905;39869;What the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance .;3
2209;1661;35330;But the second half of the movie really goes downhill .;0
2210;5056;96791;The story is lacking any real emotional impact , and the plot is both contrived and cliched .;0
2211;5133;97998;All three women deliver remarkable performances .;3
2212;4980;95372;This real-life Hollywood fairy-tale is more engaging than the usual fantasies Hollywood produces .;3
2213;6214;116531;Trouble Every Day is a success in some sense , but it 's hard to like a film so cold and dead .;1
2214;85;2235;Tells a fascinating , compelling story .;4
2215;5971;112412;The story really has no place to go since Simone is not real -- she ca n't provide any conflict .;1
2216;1399;30131;I do n't feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold .;3
2217;4649;89422;Watch Barbershop again if you 're in need of a Cube fix -- this is n't worth sitting through .;1
2218;4967;95210;May be the most undeserving victim of critical overkill since Town and Country .;2
2219;4753;91372;Sometimes charming , sometimes infuriating , this Argentinean ` dramedy ' succeeds mainly on the shoulders of its actors .;3
2220;457;10747;Sweet Home Alabama is n't going to win any Academy Awards , but this date-night diversion will definitely win some hearts .;3
2221;1103;24262;The wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained , but its overall impact falls a little flat with a storyline that never quite delivers the original magic .;2
2222;6194;116225;This is a film that manages to find greatness in the hue of its drastic iconography .;3
2223;86;2244;Written , flatly , by David Kendall and directed , barely , by There 's Something About Mary co-writer Ed Decter .;1
2224;4476;86451;An extremely funny , ultimately heartbreaking look at life in contemporary China .;3
2225;1821;38252;Writer \/ director M. Night Shyamalan 's ability to pull together easily accessible stories that resonate with profundity is undeniable .;3
2226;6189;116131;... there is enough originality in ` Life ' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens .;3
2227;1065;23485;A light , engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation .;1
2228;6114;114837;What 's missing is what we call the ` wow ' factor .;1
2229;7080;131418;The result is so tame that even slightly wised-up kids would quickly change the channel .;1
2230;2982;59114;There 's a lot to recommend Read My Lips .;3
2231;8170;150013;Snipes is both a snore and utter tripe .;1
2232;1759;37106;It 's pretentious in a way that verges on the amateurish .;0
2233;1013;22432;That 's muy loco , but no more ridiculous than most of the rest of `` Dragonfly . '';1
2234;1286;28001;Chelsea Walls is a case of too many chefs fussing over too weak a recipe .;1
2235;7326;135609;But believe it or not , it 's one of the most beautiful , evocative works I 've seen .;4
2236;5827;110027;It 's not going to be everyone 's bag of popcorn , but it definitely gives you something to chew on .;3
2237;3876;75601;Escapes the precious trappings of most romantic comedies , infusing into the story very real , complicated emotions .;3
2238;2249;46203;Though in some ways similar to Catherine Breillat 's Fat Girl , Rain is the far superior film .;4
2239;5139;98088;will be far more interesting to the Soderbergh faithful than it will be to the casual moviegoer who might be lured in by Julia Roberts ...;2
2240;6261;117334;A behind the scenes look at the training and dedication that goes into becoming a world-class fencer and the champion that 's made a difference to NYC inner-city youth .;2
2241;4795;92137;A backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship .;1
2242;4885;93677;A smug and convoluted action-comedy that does n't allow an earnest moment to pass without reminding audiences that it 's only a movie .;0
2243;2283;46862;If you 're not , you 'll still have a good time . '';3
2244;6754;125703;Rosenthal -LRB- Halloween II -RRB- seems to have forgotten everything he ever knew about generating suspense .;1
2245;1817;38200;Despite the opulent lushness of every scene , the characters never seem to match the power of their surroundings .;1
2246;2574;52145;Nicholson 's understated performance is wonderful .;4
2247;2694;54224;The plot twists give I Am Trying to Break Your Heart an attraction it desperately needed .;3
2248;1143;25046;This feature is about as necessary as a hole in the head;1
2249;5255;100152;It 's truly awful and heartbreaking subject matter , but one whose lessons are well worth revisiting as many times as possible .;3
2250;569;13216;The first question to ask about Bad Company is why Anthony Hopkins is in it .;1
2251;6200;116290;Not even Solondz 's thirst for controversy , sketchy characters and immature provocations can fully succeed at cheapening it .;1
2252;5875;110864;The whole affair , true story or not , feels incredibly hokey ... -LRB- it -RRB- comes off like a Hallmark commercial .;1
2253;5375;102124;It 's likely that whatever you thought of the first production -- pro or con -- you 'll likely think of this one .;2
2254;1238;26955;-LRB- It 's -RRB- a clever thriller with enough unexpected twists to keep our interest .;3
2255;2348;48153;Return to Neverland manages to straddle the line between another classic for the company and just another run-of-the-mill Disney sequel intended for the home video market .;1
2256;4506;86925;Pray has really done his subject justice .;3
2257;7452;137696;... works on some levels and is certainly worth seeing at least once .;3
2258;5426;102959;An unintentional parody of every teen movie made in the last five years .;2
2259;6326;118402;As animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth .;3
2260;4305;83359;Ice Cube is n't quite out of ripe screwball ideas , but Friday After Next spreads them pretty thin .;1
2261;3444;67817;P.T. Anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible .;4
2262;8111;149070;But that they are doing it is thought-provoking .;3
2263;8529;155819;The underworld urban angst is derivative of Martin Scorsese 's Taxi Driver and Goodfellas , but this film speaks for itself .;3
2264;1917;40033;At times Auto Focus feels so distant you might as well be watching it through a telescope .;1
2265;6621;123340;A film neither bitter nor sweet , neither romantic nor comedic , neither warm nor fuzzy .;3
2266;4318;83532;You wo n't look at religious fanatics -- or backyard sheds -- the same way again .;2
2267;5066;96889;A heady , biting , be-bop ride through nighttime Manhattan , a loquacious videologue of the modern male and the lengths to which he 'll go to weave a protective cocoon around his own ego .;3
2268;1596;33970;Noyce has worked wonders with the material .;4
2269;4705;90397;... a cinematic disaster so inadvertently sidesplitting it 's worth the price of admission for the ridicule factor alone .;1
2270;2866;56962;... one big laugh , three or four mild giggles , and a whole lot of not much else .;2
2271;200;5104;The movie 's heavy-handed screenplay navigates a fast fade into pomposity and pretentiousness .;2
2272;418;9960;I walked away from this new version of E.T. just as I hoped I would -- with moist eyes .;4
2273;6975;129685;A pure participatory event that malnourished intellectuals will gulp down in a frenzy .;2
2274;3420;67376;If The Full Monty was a freshman fluke , Lucky Break is -LRB- Cattaneo -RRB- sophomore slump .;1
2275;2533;51436;The movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man .;0
2276;1421;30586;Drumline is -- the mere suggestion , albeit a visually compelling one , of a fully realized story .;3
2277;7121;132076;A prolonged extrusion of psychopathic pulp .;1
2278;3120;61723;The movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue , just because it seems obligatory .;0
2279;6253;117193;Egoyan 's work often elegantly considers various levels of reality and uses shifting points of view , but here he has constructed a film so labyrinthine that it defeats his larger purpose .;2
