;SentenceId;PhraseId;Phrase;Sentiment
0;3688;72189;An uncomfortable experience , but one as brave and challenging as you could possibly expect these days from American cinema .;3
1;5911;111413;Well , in some of those , the mother deer even dies .;1
2;2185;45019;Upper West Sidey exercise in narcissism and self-congratulation disguised as a tribute .;1
3;4644;89332;Even though it is infused with the sensibility of a video director , it does n't make for completely empty entertainment;2
4;2997;59408;Thanks to a small star with big heart , this family film sequel is plenty of fun for all .;4
5;8327;152581;A glib but bouncy bit of sixties-style slickness in which the hero might wind up caught but the audience gets pure escapism .;3
6;2382;48782;Sure , I hated myself in the morning .;1
7;377;9024;Twenty years after its first release , E.T. remains the most wondrous of all Hollywood fantasies -- and the apex of Steven Spielberg 's misunderstood career .;4
8;1120;24586;Watchable up until the point where the situations and the dialogue spin hopelessly out of control -- that is to say , when Carol Kane appears on the screen .;1
9;5030;96313;Fast-paced and wonderfully edited , the film is extremely thorough .;4
10;5119;97761;Great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium-seat megaplex .;3
11;778;17885;A small movie with a big heart .;3
12;967;21616;There 's a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale .;1
13;8373;153302;In addition to gluing you to the edge of your seat , Changing Lanes is also a film of freshness , imagination and insight .;4
14;115;3065;Swinging , the film makes it seem , is not a hobby that attracts the young and fit .;1
15;8404;153843;Britney Spears ' phoniness is nothing compared to the movie 's contrived , lame screenplay and listless direction .;1
16;1231;26833;Certainly not a good movie , but it was n't horrible either .;1
17;2144;44206;With the same sort of good-natured fun found in films like Tremors , Eight Legged Freaks is prime escapist fare .;4
18;4869;93359;Amy and Matthew have a bit of a phony relationship , but the film works in spite of it .;3
19;2048;42478;Just another combination of bad animation and mindless violence ... lacking the slightest bit of wit or charm .;0
20;2932;58160;Combines sharp comedy , old-fashioned monster movie atmospherics , and genuine heart to create a film that 's not merely about kicking undead \*\*\* , but also about dealing with regret and , ultimately , finding redemption .;4
21;4780;91848;Takashi Miike keeps pushing the envelope : Ichi the Killer;3
22;4135;80230;Degenerates into hogwash .;0
23;422;10039;Solondz may well be the only one laughing at his own joke;1
24;2986;59177;A compassionate , moving portrait of an American -LRB- and an America -RRB- always reaching for something just outside his grasp .;4
25;7555;139336;The film fearlessly gets under the skin of the people involved ... This makes it not only a detailed historical document , but an engaging and moving portrait of a subculture .;3
26;6276;117611;A completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration .;3
27;4790;92039;A movie that ca n't get sufficient distance from Leroy 's delusions to escape their maudlin influence .;1
28;7050;130819;MIB II is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything .;0
29;68;1840;It 's like a drive-by .;1
