;SentenceId;PhraseId;Phrase;Sentiment
4265;447;10567;The directive to protect the code at all costs also begins to blur as the importance of the man and the code merge;2
4266;3263;64441;This is a picture that Maik , the firebrand turned savvy ad man , would be envious of : it hijacks the heat of revolution and turns it into a sales tool .;2
4267;4486;86622;delightfully rendered;4
4268;554;12903;Parts;2
4269;152;4004;"There 's a scientific law to be discerned here that producers would be well to heed : Mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces .";0
4270;357;8594;They 're going through the motions , but the zip is gone .;2
4271;5936;111838;It 's mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love .;2
4272;7964;146412;It 's as if Allen , at 66 , has stopped challenging himself .;1
4273;2178;44899;In its understanding , often funny way , it tells a story whose restatement is validated by the changing composition of the nation .;3
4274;7567;139476;A fascinating documentary that provides a rounded and revealing overview of this ancient holistic healing system;4
4275;5690;107647;In painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people , the movie exalts the Marxian dream of honest working folk , with little to show for their labor , living harmoniously , joined in song .;3
4276;7017;130273;Does point the way for adventurous Indian filmmakers toward a crossover into nonethnic markets .;3
4277;6055;113892;Forget the Psychology 101 study of romantic obsession and just watch the procession of costumes in castles and this wo n't seem like such a bore .;1
4278;2586;52289;A tone of rueful compassion ... reverberates throughout this film , whose meaning and impact is sadly heightened by current world events .;3
4279;4281;82922;Self-congratulatory , misguided , and ill-informed , if nonetheless compulsively watchable .;2
4280;5575;105577;The journey to the secret 's eventual discovery is a separate adventure , and thrill enough .;3
4281;4675;89831;Kids should have a stirring time at this beautifully drawn movie .;4
4282;129;3471;A brilliant gag at the expense of those who paid for it and those who pay to see it .;2
4283;1924;40165;Far more enjoyable than its predecessor .;4
4284;3649;71526;The Importance of Being Earnest movie seems to be missing a great deal of the acerbic repartee of the play . '';1
4285;890;20056;Everything its title implies , a standard-issue crime drama spat out from the Tinseltown assembly line .;2
4286;1644;34935;A zinger-filled crowd-pleaser that open-minded Elvis fans -LRB- but by no means all -RRB- will have fun with .;4
4287;460;10822;"The young stars are too cute ; the story and ensuing complications are too manipulative ; the message is too blatant ; the resolutions are too convenient .";1
4288;2372;48562;An uneven look into a grim future that does n't come close to the level of intelligence and visual splendour that can be seen in other films based on Philip K. Dick stories .;1
4289;5216;99479;that works .;3
4290;6625;123389;This movie has a strong message about never giving up on a loved one , but it 's not an easy movie to watch and will probably disturb many who see it .;2
4291;8300;152119;The fourth `` Pokemon '' is a diverting -- if predictable -- adventure suitable for a matinee , with a message that cautions children about disturbing the world 's delicate ecological balance .;3
4292;1122;24635;`` -LRB- Hopkins -RRB- does n't so much phone in his performance as fax it .;1
4293;6575;122573;What 's really sad is to see two Academy Award winning actresses -LRB- and one Academy Award winning actor -RRB- succumb to appearing in this junk that 's TV sitcom material at best .;1
4294;7044;130753;Leaks treacle from every pore .;1
4295;3090;61138;It 's a boring movie about a boring man , made watchable by a bravura performance from a consummate actor incapable of being boring .;3
4296;8083;148544;Sheridan had a wonderful account to work from , but , curiously , he waters it down , turning grit and vulnerability into light reading .;1
4297;7800;143711;It follows the Blair Witch formula for an hour , in which we 're told something creepy and vague is in the works , and then it goes awry in the final 30 minutes .;1
4298;3804;74253;Other than a mildly engaging central romance , Hospital is sickly entertainment at best and mind-destroying cinematic pollution at worst .;0
4299;5593;105941;A sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis .;1
4300;676;15743;Light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in Birthday Girl -- it 's simply , and surprisingly , a nice , light treat .;4
4301;1869;39170;About half of them are funny , a few are sexy and none are useful in telling the story , which is paper-thin and decidedly unoriginal .;1
4302;7162;132823;There 's a delightfully quirky movie to be made from curling , but Brooms is n't it .;1
4303;1603;34117;The screenplay , co-written by director Imogen Kimmel , lacks the wit necessary to fully exploit the comic elements of the premise , making the proceedings more bizarre than actually amusing .;1
4304;5272;100481;Mr. Wollter and Ms. Seldhal give strong and convincing performances , but neither reaches into the deepest recesses of the character to unearth the quaking essence of passion , grief and fear .;1
4305;1828;38382;The movie 's major and most devastating flaw is its reliance on formula , though , and it 's quite enough to lessen the overall impact the movie could have had .;1
4306;2076;42978;Although Barbershop boasts some of today 's hottest and hippest acts from the world of television , music and stand-up comedy , this movie strangely enough has the outdated swagger of a shameless ` 70s blaxploitation shuck-and-jive sitcom .;2
4307;1640;34834;Like its title character , this Nicholas Nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end .;3
4308;3851;75106;Just the sort of lazy tearjerker that gives movies about ordinary folk a bad name .;1
4309;4906;94028;cynical and serious look at teenage boys doing what they do best - being teenagers .;2
4310;5451;103377;The actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen .;0
4311;2885;57254;Starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other Hollywood-action cliches .;0
4312;541;12587;A sugar-coated Rocky whose valuable messages are forgotten 10 minutes after the last trombone honks .;1
4313;845;19247;The Bai brothers have taken an small slice of history and opened it up for all of us to understand , and they 've told a nice little story in the process .;4
4314;7598;140025;Most folks with a real stake in the American sexual landscape will find it either moderately amusing or just plain irrelevant .;2
4315;2467;50195;... del Toro maintains a dark mood that makes the film seem like something to endure instead of enjoy .;1
4316;114;3022;Whenever it threatens to get bogged down in earnest dramaturgy , a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle rouses us .;3
4317;3338;65817;Giggling at the absurdities and inconsistencies is part of the fun .;3
4318;2764;55377;Is Red Dragon worthy of a place alongside the other Hannibal movies ?;2
4319;3131;61905;It 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy . ';0
4320;6549;122174;Only masochistic moviegoers need apply .;1
4321;6262;117365;That 's not vintage Spielberg and that , finally , is minimally satisfying .;2
4322;3216;63529;There is no denying the power of Polanski 's film ...;3
4323;6632;123504;less on forced air;2
4324;1854;38845;"That the real Antwone Fisher was able to overcome his personal obstacles and become a good man is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle .";4
4325;4759;91471;The story is virtually impossible to follow here , but there 's a certain style and wit to the dialogue .;2
4326;8305;152219;He 's not good with people .;1
4327;2285;46879;On the surface a silly comedy , Scotland , PA would be forgettable if it were n't such a clever adaptation of the bard 's tragic play .;3
4328;6518;121609;The corpse count ultimately overrides what little we learn along the way about vicarious redemption .;1
4329;165;4337;Before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , Steven Shainberg 's adaptation of Mary Gaitskill 's harrowing short story ... is a brilliantly played , deeply unsettling experience .;3
4330;7402;136857;I believe Silberling had the best intentions here , but he just does n't have the restraint to fully realize them .;2
4331;3327;65649;Peralta 's mythmaking could have used some informed , adult hindsight .;2
4332;6726;125150;It would be churlish to begrudge anyone for receiving whatever consolation that can be found in Dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction .;0
4333;1765;37205;But it would be better to wait for the video .;1
4334;2160;44593;Naipaul fans may be disappointed .;1
4335;6853;127409;Mastering its formidable arithmetic of cameras and souls , Group articulates a flood of emotion .;3
4336;4136;80235;It 's a shame that the storyline and its underlying themes ... finally seem so impersonal or even shallow .;0
4337;1571;33490;To Blandly Go Where We Went 8 Movies Ago ...;1
4338;7426;137265;An undistinguished attempt to make a classic theater piece cinematic .;0
4339;2967;58846;is a mess .;0
4340;1857;38933;Those unfamiliar with Mormon traditions may find The Singles Ward occasionally bewildering .;2
4341;6423;120081;It 's a wise and powerful tale of race and culture forcefully told , with superb performances throughout .;4
4342;1573;33527;Vividly demonstrates that the director of such Hollywood blockbusters as Patriot Games can still turn out a small , personal film with an emotional wallop .;4
4343;962;21482;Horrid little propaganda film with fascinating connections not only to the Serbs themselves but also to a network of American right-wing extremists .;3
4344;6131;115081;Coppola 's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema .;3
4345;8307;152245;It 's not a classic spy-action or buddy movie , but it 's entertaining enough and worth a look .;2
4346;5953;112134;Philosophically , intellectually and logistically a mess .;0
4347;1686;35736;It is up to you to decide if you need to see it .;2
4348;6037;113556;The casting of von Sydow ... is itself Intacto 's luckiest stroke .;3
4349;3746;73317;A picture as erratic as its central character .;2
4350;3788;74043;Time Out is existential drama without any of the pretension associated with the term .;3
